,text,label
334,Paul Bettany playing Malcolm McDowell ?,2
335,Cool .,3
336,"A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .",3
337,... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,2
338,"An inventive , absorbing movie that 's as hard to classify as it is hard to resist .",4
339,It made me want to get made-up and go see this movie with my sisters .,3
340,"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",4
341,"( Caine ) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .",3
342,"Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .",3
343,"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",3
344,A captivating new film .,4
345,Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .,4
346,"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",3
347,Reveals how important our special talents can be when put in service of of others .,3
348,It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,3
349,"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",4
350,"A sharp , amusing study of the cult of celebrity .",3
351,The sentimental cliches mar an otherwise excellent film .,3
352,A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .,4
353,"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",4
354,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",3
355,"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",1
356,The charming result is Festival in Cannes .,3
357,"If you 're looking for something new and hoping for something entertaining , you 're in luck .",4
358,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",4
359,A rip-roaring comedy action fest that 'll put hairs on your chest .,3
360,"If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .",3
361,"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .",3
362,"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",3
363,"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",3
364,"An enjoyable , if occasionally flawed , experiment .",3
365,Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,4
366,"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",3
367,"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",4
368,Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,4
369,He allows his cast members to make creative contributions to the story and dialogue .,3
370,"This method almost never fails him , and it works superbly here .",4
371,Poetry in motion captured on film .,4
372,"While it can be a bit repetitive , overall it 's an entertaining and informative documentary .",3
373,"Directing with a sure and measured hand , ( Haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",3
374,The entire movie establishes a wonderfully creepy mood .,4
375,"I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .",3
376,"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",3
377,Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,4
378,Rabbit-Proof Fence will probably make you angry .,2
379,"But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .",3
380,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",4
381,This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,3
382,"The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .",3
383,"The Pianist ( is ) a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .",4
384,"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",4
385,"Strange it is , but delightfully so .",3
386,"Elegant , mannered and teasing .",3
387,An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .,2
388,The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,4
389,"Decasia is what has happened already to so many silent movies , newsreels and the like .",2
390,"The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",3
391,"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",1
